Source;Target;Weight;Type
ERIK LEHNSHERR / MAGNETO;KISSING GIRL;1;Undirected
ERIK LEHNSHERR / MAGNETO;KISSING GUY;1;Undirected
ERIK LEHNSHERR / MAGNETO;COMPUTER GUY;1;Undirected
ERIK LEHNSHERR / MAGNETO;DARTS GUY;1;Undirected
ERIK LEHNSHERR / MAGNETO;TAB GIRL;1;Undirected
ERIK LEHNSHERR / MAGNETO;PIZZA DOG;1;Undirected
ERIK LEHNSHERR / MAGNETO;STUDENT IN DRAPES;1;Undirected
ERIK LEHNSHERR / MAGNETO;TABLE SURFING STUDENT;1;Undirected
ERIK LEHNSHERR / MAGNETO;ALKALI SOLDIER;1;Undirected
ERIK LEHNSHERR / MAGNETO;ALKALI GUARD;1;Undirected
ERIK LEHNSHERR / MAGNETO;ALKALI COMMUNICATIONS OFFICER;1;Undirected
ERIK LEHNSHERR / MAGNETO;CONFUSED TECH;1;Undirected
ERIK LEHNSHERR / MAGNETO;KENYAN TEACHER;1;Undirected
ERIK LEHNSHERR / MAGNETO;PENTAGON SCIENTIST;1;Undirected
ERIK LEHNSHERR / MAGNETO;FISHING BOAT CAPTAIN;1;Undirected
ERIK LEHNSHERR / MAGNETO;FINSHERMAN;1;Undirected
ERIK LEHNSHERR / MAGNETO;HARBOR MASTER;1;Undirected
ERIK LEHNSHERR / MAGNETO;HARBOR EMPLOYEE;1;Undirected
ERIK LEHNSHERR / MAGNETO;RUSSIAN SUBMARINE SAILORS;1;Undirected
ERIK LEHNSHERR / MAGNETO;RUSSIAN SUBMARINE SAILOR;1;Undirected
ERIK LEHNSHERR / MAGNETO;US WEAPONS TECHNICIAN;1;Undirected
ERIK LEHNSHERR / MAGNETO;MYSTERY MAN";1;Undirected
RAVEN DARKHOLME / MYSTIQUE;EN SABAH NUR / APOCALYPSE;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;COL. WILLIAM STRYKER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;ELIZABETH 'BETSY' BRADDOCK / PSYLOCKE;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;HORSEMAN - PESTILENCE;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;HORSEMAN - FAMINE;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;HORSEMAN - DEATH;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;HORSEMAN - WAR;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;LEAD CONSPIRACY GUARD;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;CONSPIRATOR GUARD;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;HIGH PRIEST;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;OLD APOCALYPSE;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;SCOTT'S TEACHER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;SCHOOL JOCK;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;SCHOOL CHEERLEADER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;FIGHT ANNOUNCER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;DEFEATED ""BLOB"";1;Undirected
RAVEN DARKHOLME / MYSTIQUE;ELECTRIC PANEL GUARD;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;MR. SUMMERS;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;MRS. SUMMERS;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;FALAFEL SHOP OWNER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;CLAN AKKABA LEADER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;CLAN AKKABA DISCIPLE;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;MAGDA;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;NINA;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;CAIRO SHOE SHOP VENDOR;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;MILOSZ;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;POLISH WORKER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;LEAD POLISH INSPECTOR;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;JAKOB;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;POLISH POLICE ARCHER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;THREATENING CAIRO VENDOR;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;EGYPTIAN STREET VENDOR;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;CALIBAN;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;CNN REPORTER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;NEWS ANCHOR;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;HIMSELF;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;HERSELF;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;PENTAGON GENERAL HASTINGS;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;PENTAGON GENERAL RADFORD;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;PENTAGON GENERAL FIELDS;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;DEFENSE SECRETARY WEISBERG;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;MILITARY OFFICIAL BROWN;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;MILITARY SUBMARINE OFFICIAL;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;AIR FORCE OFFICIAL;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;FOYER STUDENT;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;FISH BOWL GIRL;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;KISSING GIRL;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;KISSING GUY;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;COMPUTER GUY;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;DARTS GUY;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;TAB GIRL;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;PIZZA DOG;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;STUDENT IN DRAPES;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;TABLE SURFING STUDENT;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;ALKALI SOLDIER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;ALKALI GUARD;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;ALKALI COMMUNICATIONS OFFICER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;CONFUSED TECH;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;KENYAN TEACHER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;PENTAGON SCIENTIST;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;FISHING BOAT CAPTAIN;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;FINSHERMAN;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;HARBOR MASTER;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;HARBOR EMPLOYEE;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;RUSSIAN SUBMARINE SAILORS;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;RUSSIAN SUBMARINE SAILOR;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;US WEAPONS TECHNICIAN;1;Undirected
RAVEN DARKHOLME / MYSTIQUE;MYSTERY MAN";1;Undirected
HANK MCCOY / BEAST;EN SABAH NUR / APOCALYPSE;1;Undirected
HANK MCCOY / BEAST;COL. WILLIAM STRYKER;1;Undirected
HANK MCCOY / BEAST;KURT WAGNER / NIGHTCRAWLER;1;Undirected
HANK MCCOY / BEAST;WARREN WORTHINGTON III / ANGEL;1;Undirected
HANK MCCOY / BEAST;JUBILATION LEE / JUBILEE;1;Undirected
HANK MCCOY / BEAST;ELIZABETH 'BETSY' BRADDOCK / PSYLOCKE;1;Undirected
HANK MCCOY / BEAST;HORSEMAN - PESTILENCE;1;Undirected
HANK MCCOY / BEAST;HORSEMAN - FAMINE;1;Undirected
HANK MCCOY / BEAST;HORSEMAN - DEATH;1;Undirected
HANK MCCOY / BEAST;HORSEMAN - WAR;1;Undirected
HANK MCCOY / BEAST;LEAD CONSPIRACY GUARD;1;Undirected
HANK MCCOY / BEAST;CONSPIRATOR GUARD;1;Undirected
HANK MCCOY / BEAST;HIGH PRIEST;1;Undirected
HANK MCCOY / BEAST;OLD APOCALYPSE;1;Undirected
HANK MCCOY / BEAST;SCOTT'S TEACHER;1;Undirected
HANK MCCOY / BEAST;SCHOOL JOCK;1;Undirected
HANK MCCOY / BEAST;SCHOOL CHEERLEADER;1;Undirected
HANK MCCOY / BEAST;FIGHT ANNOUNCER;1;Undirected
HANK MCCOY / BEAST;DEFEATED ""BLOB"";1;Undirected
HANK MCCOY / BEAST;ELECTRIC PANEL GUARD;1;Undirected
HANK MCCOY / BEAST;MR. SUMMERS;1;Undirected
HANK MCCOY / BEAST;MRS. SUMMERS;1;Undirected
HANK MCCOY / BEAST;FALAFEL SHOP OWNER;1;Undirected
HANK MCCOY / BEAST;CLAN AKKABA LEADER;1;Undirected
HANK MCCOY / BEAST;CLAN AKKABA DISCIPLE;1;Undirected
HANK MCCOY / BEAST;MAGDA;1;Undirected
HANK MCCOY / BEAST;NINA;1;Undirected
HANK MCCOY / BEAST;CAIRO SHOE SHOP VENDOR;1;Undirected
HANK MCCOY / BEAST;MILOSZ;1;Undirected
HANK MCCOY / BEAST;POLISH WORKER;1;Undirected
HANK MCCOY / BEAST;LEAD POLISH INSPECTOR;1;Undirected
HANK MCCOY / BEAST;JAKOB;1;Undirected
HANK MCCOY / BEAST;POLISH POLICE ARCHER;1;Undirected
HANK MCCOY / BEAST;THREATENING CAIRO VENDOR;1;Undirected
HANK MCCOY / BEAST;EGYPTIAN STREET VENDOR;1;Undirected
HANK MCCOY / BEAST;CALIBAN;1;Undirected
HANK MCCOY / BEAST;CNN REPORTER;1;Undirected
HANK MCCOY / BEAST;NEWS ANCHOR;1;Undirected
HANK MCCOY / BEAST;HIMSELF;1;Undirected
HANK MCCOY / BEAST;HERSELF;1;Undirected
HANK MCCOY / BEAST;PENTAGON GENERAL HASTINGS;1;Undirected
HANK MCCOY / BEAST;PENTAGON GENERAL RADFORD;1;Undirected
HANK MCCOY / BEAST;PENTAGON GENERAL FIELDS;1;Undirected
HANK MCCOY / BEAST;DEFENSE SECRETARY WEISBERG;1;Undirected
HANK MCCOY / BEAST;MILITARY OFFICIAL BROWN;1;Undirected
HANK MCCOY / BEAST;MILITARY SUBMARINE OFFICIAL;1;Undirected
HANK MCCOY / BEAST;AIR FORCE OFFICIAL;1;Undirected
HANK MCCOY / BEAST;FOYER STUDENT;1;Undirected
HANK MCCOY / BEAST;FISH BOWL GIRL;1;Undirected
HANK MCCOY / BEAST;KISSING GIRL;1;Undirected
HANK MCCOY / BEAST;KISSING GUY;1;Undirected
HANK MCCOY / BEAST;COMPUTER GUY;1;Undirected
HANK MCCOY / BEAST;DARTS GUY;1;Undirected
HANK MCCOY / BEAST;TAB GIRL;1;Undirected
HANK MCCOY / BEAST;PIZZA DOG;1;Undirected
HANK MCCOY / BEAST;STUDENT IN DRAPES;1;Undirected
HANK MCCOY / BEAST;TABLE SURFING STUDENT;1;Undirected
HANK MCCOY / BEAST;ALKALI SOLDIER;1;Undirected
HANK MCCOY / BEAST;ALKALI GUARD;1;Undirected
HANK MCCOY / BEAST;ALKALI COMMUNICATIONS OFFICER;1;Undirected
HANK MCCOY / BEAST;CONFUSED TECH;1;Undirected
HANK MCCOY / BEAST;KENYAN TEACHER;1;Undirected
HANK MCCOY / BEAST;PENTAGON SCIENTIST;1;Undirected
HANK MCCOY / BEAST;FISHING BOAT CAPTAIN;1;Undirected
HANK MCCOY / BEAST;FINSHERMAN;1;Undirected
HANK MCCOY / BEAST;HARBOR MASTER;1;Undirected
HANK MCCOY / BEAST;HARBOR EMPLOYEE;1;Undirected
HANK MCCOY / BEAST;RUSSIAN SUBMARINE SAILORS;1;Undirected
HANK MCCOY / BEAST;RUSSIAN SUBMARINE SAILOR;1;Undirected
HANK MCCOY / BEAST;US WEAPONS TECHNICIAN;1;Undirected
HANK MCCOY / BEAST;MYSTERY MAN";1;Undirected
EN SABAH NUR / APOCALYPSE;MOIRA MACTAGGERT;1;Undirected
EN SABAH NUR / APOCALYPSE;PIETRO MAXIMOFF / QUICKSILVER;1;Undirected
EN SABAH NUR / APOCALYPSE;COL. WILLIAM STRYKER;1;Undirected
EN SABAH NUR / APOCALYPSE;JEAN GREY / PHOENIX;1;Undirected
EN SABAH NUR / APOCALYPSE;SCOTT SUMMERS / CYCLOPS;1;Undirected
EN SABAH NUR / APOCALYPSE;ALEX SUMMERS / HAVOK;1;Undirected
EN SABAH NUR / APOCALYPSE;KURT WAGNER / NIGHTCRAWLER;1;Undirected
EN SABAH NUR / APOCALYPSE;WARREN WORTHINGTON III / ANGEL;1;Undirected
EN SABAH NUR / APOCALYPSE;ORORO MUNROE / STORM;1;Undirected
EN SABAH NUR / APOCALYPSE;JUBILATION LEE / JUBILEE;1;Undirected
EN SABAH NUR / APOCALYPSE;ELIZABETH 'BETSY' BRADDOCK / PSYLOCKE;1;Undirected
EN SABAH NUR / APOCALYPSE;HORSEMAN - PESTILENCE;1;Undirected
EN SABAH NUR / APOCALYPSE;HORSEMAN - FAMINE;1;Undirected
EN SABAH NUR / APOCALYPSE;HORSEMAN - DEATH;1;Undirected
EN SABAH NUR / APOCALYPSE;HORSEMAN - WAR;1;Undirected
EN SABAH NUR / APOCALYPSE;LEAD CONSPIRACY GUARD;1;Undirected
EN SABAH NUR / APOCALYPSE;CONSPIRATOR GUARD;1;Undirected
EN SABAH NUR / APOCALYPSE;HIGH PRIEST;1;Undirected
EN SABAH NUR / APOCALYPSE;OLD APOCALYPSE;1;Undirected
EN SABAH NUR / APOCALYPSE;SCOTT'S TEACHER;1;Undirected
EN SABAH NUR / APOCALYPSE;SCHOOL JOCK;1;Undirected
EN SABAH NUR / APOCALYPSE;SCHOOL CHEERLEADER;1;Undirected
EN SABAH NUR / APOCALYPSE;FIGHT ANNOUNCER;1;Undirected
EN SABAH NUR / APOCALYPSE;DEFEATED ""BLOB"";1;Undirected
EN SABAH NUR / APOCALYPSE;ELECTRIC PANEL GUARD;1;Undirected
EN SABAH NUR / APOCALYPSE;MR. SUMMERS;1;Undirected
EN SABAH NUR / APOCALYPSE;MRS. SUMMERS;1;Undirected
EN SABAH NUR / APOCALYPSE;FALAFEL SHOP OWNER;1;Undirected
EN SABAH NUR / APOCALYPSE;CLAN AKKABA LEADER;1;Undirected
EN SABAH NUR / APOCALYPSE;CLAN AKKABA DISCIPLE;1;Undirected
EN SABAH NUR / APOCALYPSE;MAGDA;1;Undirected
EN SABAH NUR / APOCALYPSE;NINA;1;Undirected
EN SABAH NUR / APOCALYPSE;CAIRO SHOE SHOP VENDOR;1;Undirected
EN SABAH NUR / APOCALYPSE;MILOSZ;1;Undirected
EN SABAH NUR / APOCALYPSE;POLISH WORKER;1;Undirected
EN SABAH NUR / APOCALYPSE;LEAD POLISH INSPECTOR;1;Undirected
EN SABAH NUR / APOCALYPSE;JAKOB;1;Undirected
EN SABAH NUR / APOCALYPSE;POLISH POLICE ARCHER;1;Undirected
EN SABAH NUR / APOCALYPSE;THREATENING CAIRO VENDOR;1;Undirected
EN SABAH NUR / APOCALYPSE;EGYPTIAN STREET VENDOR;1;Undirected
EN SABAH NUR / APOCALYPSE;CALIBAN;1;Undirected
EN SABAH NUR / APOCALYPSE;CNN REPORTER;1;Undirected
EN SABAH NUR / APOCALYPSE;MS. MAXIMOFF;1;Undirected
EN SABAH NUR / APOCALYPSE;NEWS ANCHOR;1;Undirected
EN SABAH NUR / APOCALYPSE;HIMSELF;1;Undirected
EN SABAH NUR / APOCALYPSE;HERSELF;1;Undirected
EN SABAH NUR / APOCALYPSE;PENTAGON GENERAL HASTINGS;1;Undirected
EN SABAH NUR / APOCALYPSE;PENTAGON GENERAL RADFORD;1;Undirected
EN SABAH NUR / APOCALYPSE;PENTAGON GENERAL FIELDS;1;Undirected
EN SABAH NUR / APOCALYPSE;DEFENSE SECRETARY WEISBERG;1;Undirected
EN SABAH NUR / APOCALYPSE;MILITARY OFFICIAL BROWN;1;Undirected
EN SABAH NUR / APOCALYPSE;MILITARY SUBMARINE OFFICIAL;1;Undirected
EN SABAH NUR / APOCALYPSE;AIR FORCE OFFICIAL;1;Undirected
EN SABAH NUR / APOCALYPSE;FOYER STUDENT;1;Undirected
EN SABAH NUR / APOCALYPSE;FISH BOWL GIRL;1;Undirected
EN SABAH NUR / APOCALYPSE;KISSING GIRL;1;Undirected
EN SABAH NUR / APOCALYPSE;KISSING GUY;1;Undirected
EN SABAH NUR / APOCALYPSE;COMPUTER GUY;1;Undirected
EN SABAH NUR / APOCALYPSE;DARTS GUY;1;Undirected
EN SABAH NUR / APOCALYPSE;TAB GIRL;1;Undirected
EN SABAH NUR / APOCALYPSE;PIZZA DOG;1;Undirected
EN SABAH NUR / APOCALYPSE;STUDENT IN DRAPES;1;Undirected
EN SABAH NUR / APOCALYPSE;TABLE SURFING STUDENT;1;Undirected
EN SABAH NUR / APOCALYPSE;ALKALI SOLDIER;1;Undirected
EN SABAH NUR / APOCALYPSE;ALKALI GUARD;1;Undirected
EN SABAH NUR / APOCALYPSE;ALKALI COMMUNICATIONS OFFICER;1;Undirected
EN SABAH NUR / APOCALYPSE;CONFUSED TECH;1;Undirected
EN SABAH NUR / APOCALYPSE;KENYAN TEACHER;1;Undirected
EN SABAH NUR / APOCALYPSE;PENTAGON SCIENTIST;1;Undirected
EN SABAH NUR / APOCALYPSE;FISHING BOAT CAPTAIN;1;Undirected
EN SABAH NUR / APOCALYPSE;FINSHERMAN;1;Undirected
EN SABAH NUR / APOCALYPSE;HARBOR MASTER;1;Undirected
EN SABAH NUR / APOCALYPSE;HARBOR EMPLOYEE;1;Undirected
EN SABAH NUR / APOCALYPSE;RUSSIAN SUBMARINE SAILORS;1;Undirected
EN SABAH NUR / APOCALYPSE;RUSSIAN SUBMARINE SAILOR;1;Undirected
EN SABAH NUR / APOCALYPSE;US WEAPONS TECHNICIAN;1;Undirected
EN SABAH NUR / APOCALYPSE;MYSTERY MAN";1;Undirected
MOIRA MACTAGGERT;PIETRO MAXIMOFF / QUICKSILVER;1;Undirected
MOIRA MACTAGGERT;COL. WILLIAM STRYKER;1;Undirected
MOIRA MACTAGGERT;JEAN GREY / PHOENIX;1;Undirected
MOIRA MACTAGGERT;SCOTT SUMMERS / CYCLOPS;1;Undirected
MOIRA MACTAGGERT;KURT WAGNER / NIGHTCRAWLER;1;Undirected
MOIRA MACTAGGERT;WARREN WORTHINGTON III / ANGEL;1;Undirected
MOIRA MACTAGGERT;ORORO MUNROE / STORM;1;Undirected
MOIRA MACTAGGERT;JUBILATION LEE / JUBILEE;1;Undirected
MOIRA MACTAGGERT;ELIZABETH 'BETSY' BRADDOCK / PSYLOCKE;1;Undirected
MOIRA MACTAGGERT;HORSEMAN - PESTILENCE;1;Undirected
MOIRA MACTAGGERT;HORSEMAN - FAMINE;1;Undirected
MOIRA MACTAGGERT;HORSEMAN - DEATH;1;Undirected
MOIRA MACTAGGERT;HORSEMAN - WAR;1;Undirected
MOIRA MACTAGGERT;LEAD CONSPIRACY GUARD;1;Undirected
MOIRA MACTAGGERT;CONSPIRATOR GUARD;1;Undirected
MOIRA MACTAGGERT;HIGH PRIEST;1;Undirected
MOIRA MACTAGGERT;OLD APOCALYPSE;1;Undirected
MOIRA MACTAGGERT;SCOTT'S TEACHER;1;Undirected
MOIRA MACTAGGERT;SCHOOL JOCK;1;Undirected
MOIRA MACTAGGERT;SCHOOL CHEERLEADER;1;Undirected
MOIRA MACTAGGERT;FIGHT ANNOUNCER;1;Undirected
MOIRA MACTAGGERT;DEFEATED ""BLOB"";1;Undirected
MOIRA MACTAGGERT;ELECTRIC PANEL GUARD;1;Undirected
MOIRA MACTAGGERT;MR. SUMMERS;1;Undirected
MOIRA MACTAGGERT;MRS. SUMMERS;1;Undirected
MOIRA MACTAGGERT;FALAFEL SHOP OWNER;1;Undirected
MOIRA MACTAGGERT;CLAN AKKABA LEADER;1;Undirected
MOIRA MACTAGGERT;CLAN AKKABA DISCIPLE;1;Undirected
MOIRA MACTAGGERT;MAGDA;1;Undirected
MOIRA MACTAGGERT;NINA;1;Undirected
MOIRA MACTAGGERT;CAIRO SHOE SHOP VENDOR;1;Undirected
MOIRA MACTAGGERT;MILOSZ;1;Undirected
MOIRA MACTAGGERT;POLISH WORKER;1;Undirected
MOIRA MACTAGGERT;LEAD POLISH INSPECTOR;1;Undirected
MOIRA MACTAGGERT;JAKOB;1;Undirected
MOIRA MACTAGGERT;POLISH POLICE ARCHER;1;Undirected
MOIRA MACTAGGERT;THREATENING CAIRO VENDOR;1;Undirected
MOIRA MACTAGGERT;EGYPTIAN STREET VENDOR;1;Undirected
MOIRA MACTAGGERT;CALIBAN;1;Undirected
MOIRA MACTAGGERT;CNN REPORTER;1;Undirected
MOIRA MACTAGGERT;MS. MAXIMOFF;1;Undirected
MOIRA MACTAGGERT;NEWS ANCHOR;1;Undirected
MOIRA MACTAGGERT;HIMSELF;1;Undirected
MOIRA MACTAGGERT;HERSELF;1;Undirected
MOIRA MACTAGGERT;PENTAGON GENERAL HASTINGS;1;Undirected
MOIRA MACTAGGERT;PENTAGON GENERAL RADFORD;1;Undirected
MOIRA MACTAGGERT;PENTAGON GENERAL FIELDS;1;Undirected
MOIRA MACTAGGERT;DEFENSE SECRETARY WEISBERG;1;Undirected
MOIRA MACTAGGERT;MILITARY OFFICIAL BROWN;1;Undirected
MOIRA MACTAGGERT;MILITARY SUBMARINE OFFICIAL;1;Undirected
MOIRA MACTAGGERT;AIR FORCE OFFICIAL;1;Undirected
MOIRA MACTAGGERT;FOYER STUDENT;1;Undirected
MOIRA MACTAGGERT;FISH BOWL GIRL;1;Undirected
MOIRA MACTAGGERT;KISSING GIRL;1;Undirected
MOIRA MACTAGGERT;KISSING GUY;1;Undirected
MOIRA MACTAGGERT;COMPUTER GUY;1;Undirected
MOIRA MACTAGGERT;DARTS GUY;1;Undirected
MOIRA MACTAGGERT;TAB GIRL;1;Undirected
MOIRA MACTAGGERT;PIZZA DOG;1;Undirected
MOIRA MACTAGGERT;STUDENT IN DRAPES;1;Undirected
MOIRA MACTAGGERT;TABLE SURFING STUDENT;1;Undirected
MOIRA MACTAGGERT;ALKALI SOLDIER;1;Undirected
MOIRA MACTAGGERT;ALKALI GUARD;1;Undirected
MOIRA MACTAGGERT;ALKALI COMMUNICATIONS OFFICER;1;Undirected
MOIRA MACTAGGERT;CONFUSED TECH;1;Undirected
MOIRA MACTAGGERT;KENYAN TEACHER;1;Undirected
MOIRA MACTAGGERT;PENTAGON SCIENTIST;1;Undirected
MOIRA MACTAGGERT;FISHING BOAT CAPTAIN;1;Undirected
MOIRA MACTAGGERT;FINSHERMAN;1;Undirected
MOIRA MACTAGGERT;HARBOR MASTER;1;Undirected
MOIRA MACTAGGERT;HARBOR EMPLOYEE;1;Undirected
MOIRA MACTAGGERT;RUSSIAN SUBMARINE SAILORS;1;Undirected
MOIRA MACTAGGERT;RUSSIAN SUBMARINE SAILOR;1;Undirected
MOIRA MACTAGGERT;US WEAPONS TECHNICIAN;1;Undirected
MOIRA MACTAGGERT;MYSTERY MAN";1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;COL. WILLIAM STRYKER;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;KURT WAGNER / NIGHTCRAWLER;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;WARREN WORTHINGTON III / ANGEL;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;JUBILATION LEE / JUBILEE;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;ELIZABETH 'BETSY' BRADDOCK / PSYLOCKE;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;HORSEMAN - PESTILENCE;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;HORSEMAN - FAMINE;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;HORSEMAN - DEATH;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;HORSEMAN - WAR;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;LEAD CONSPIRACY GUARD;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;CONSPIRATOR GUARD;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;HIGH PRIEST;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;OLD APOCALYPSE;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;SCOTT'S TEACHER;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;SCHOOL JOCK;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;SCHOOL CHEERLEADER;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;FIGHT ANNOUNCER;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;DEFEATED ""BLOB"";1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;ELECTRIC PANEL GUARD;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;MR. SUMMERS;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;MRS. SUMMERS;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;FALAFEL SHOP OWNER;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;CLAN AKKABA LEADER;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;CLAN AKKABA DISCIPLE;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;MAGDA;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;NINA;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;CAIRO SHOE SHOP VENDOR;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;MILOSZ;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;POLISH WORKER;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;LEAD POLISH INSPECTOR;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;JAKOB;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;POLISH POLICE ARCHER;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;THREATENING CAIRO VENDOR;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;EGYPTIAN STREET VENDOR;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;CALIBAN;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;CNN REPORTER;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;NEWS ANCHOR;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;HERSELF;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;PENTAGON GENERAL HASTINGS;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;PENTAGON GENERAL RADFORD;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;PENTAGON GENERAL FIELDS;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;DEFENSE SECRETARY WEISBERG;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;MILITARY OFFICIAL BROWN;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;MILITARY SUBMARINE OFFICIAL;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;AIR FORCE OFFICIAL;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;FOYER STUDENT;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;FISH BOWL GIRL;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;KISSING GIRL;1;Undirected
PIETRO MAXIMOFF / QUICKSILVER;KISSING GUY;1;Undirected
